Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet_div_2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf_div_2tf,b_div_t,b_div_tdes,h_div_tw,h_div_tdes,D_div_t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan_,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS10X10X.188,HSS10X10X3/16,F,24.73,6.76,NaN,NaN,10,9.48,NaN,NaN,NaN,10,9.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.5,NaN,54.5,NaN,108,24.8,21.6,4,108,24.8,21.6,4,NaN,NaN,NaN,167,NaN,33.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.625,HSS10X8X5/8,F,67.82,18.7,NaN,NaN,10,8.26,NaN,NaN,NaN,8,6.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.8,NaN,14.2,NaN,253,62.2,50.5,3.68,178,53.3,44.5,3.09,NaN,NaN,NaN,346,NaN,80.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.500,HSS10X8X1/2,F,55.66,15.3,NaN,NaN,10,8.6,NaN,NaN,NaN,8,6.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2,NaN,18.5,NaN,214,51.9,42.7,3.73,151,44.5,37.8,3.14,NaN,NaN,NaN,288,NaN,66.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.375,HSS10X8X3/8,F,42.79,11.8,NaN,NaN,10,8.95,NaN,NaN,NaN,8,6.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.9,NaN,25.7,NaN,169,40.5,33.9,3.79,120,34.8,30,3.19,NaN,NaN,NaN,224,NaN,51.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.313,HSS10X8X5/16,F,36.1,9.92,NaN,NaN,10,9.13,NaN,NaN,NaN,8,7.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.5,NaN,31.4,NaN,145,34.4,29,3.82,103,29.6,25.7,3.22,NaN,NaN,NaN,190,NaN,43.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.250,HSS10X8X1/4,F,29.23,8.03,NaN,NaN,10,9.3,NaN,NaN,NaN,8,7.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.3,NaN,39.9,NaN,119,28.1,23.8,3.85,84.7,24.2,21.2,3.25,NaN,NaN,NaN,155,NaN,35.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X8X.188,HSS10X8X3/16,F,22.18,6.06,NaN,NaN,10,9.48,NaN,NaN,NaN,8,7.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43,NaN,54.5,NaN,91.4,21.4,18.3,3.88,65.1,18.4,16.3,3.28,NaN,NaN,NaN,118,NaN,26.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.625,HSS10X6X5/8,F,59.32,16.4,NaN,NaN,10,8.26,NaN,NaN,NaN,6,4.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.33,NaN,14.2,NaN,201,51.3,40.2,3.5,89.4,35.8,29.8,2.34,NaN,NaN,NaN,209,NaN,58.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.500,HSS10X6X1/2,F,48.85,13.5,NaN,NaN,10,8.6,NaN,NaN,NaN,6,4.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9,NaN,18.5,NaN,171,43,34.3,3.57,76.8,30.1,25.6,2.39,NaN,NaN,NaN,176,NaN,48.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.375,HSS10X6X3/8,F,37.69,10.4,NaN,NaN,10,8.95,NaN,NaN,NaN,6,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2,NaN,25.7,NaN,137,33.8,27.4,3.63,61.8,23.7,20.6,2.44,NaN,NaN,NaN,139,NaN,37.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.313,HSS10X6X5/16,F,31.84,8.76,NaN,NaN,10,9.13,NaN,NaN,NaN,6,5.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.6,NaN,31.4,NaN,118,28.8,23.5,3.66,53.3,20.2,17.8,2.47,NaN,NaN,NaN,118,NaN,32.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.250,HSS10X6X1/4,F,25.82,7.1,NaN,NaN,10,9.3,NaN,NaN,NaN,6,5.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.8,NaN,39.9,NaN,96.9,23.6,19.4,3.69,44.1,16.6,14.7,2.49,NaN,NaN,NaN,96.7,NaN,26.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X6X.188,HSS10X6X3/16,F,19.63,5.37,NaN,NaN,10,9.48,NaN,NaN,NaN,6,5.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,NaN,54.5,NaN,74.6,18,14.9,3.73,34.1,12.7,11.4,2.52,NaN,NaN,NaN,73.8,NaN,19.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X5X.375,HSS10X5X3/8,F,35.13,9.67,NaN,NaN,10,8.95,NaN,NaN,NaN,5,3.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.3,NaN,25.7,NaN,120,30.4,24.1,3.53,40.6,18.7,16.2,2.05,NaN,NaN,NaN,100,NaN,31.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X5X.313,HSS10X5X5/16,F,29.72,8.17,NaN,NaN,10,9.13,NaN,NaN,NaN,5,4.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2,NaN,31.4,NaN,104,26,20.8,3.56,35.2,16,14.1,2.07,NaN,NaN,NaN,86,NaN,26.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X5X.250,HSS10X5X1/4,F,24.12,6.63,NaN,NaN,10,9.3,NaN,NaN,NaN,5,4.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.5,NaN,39.9,NaN,85.8,21.3,17.2,3.6,29.3,13.2,11.7,2.1,NaN,NaN,NaN,70.7,NaN,21.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X5X.188,HSS10X5X3/16,F,18.35,5.02,NaN,NaN,10,9.48,NaN,NaN,NaN,5,4.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.7,NaN,54.5,NaN,66.2,16.3,13.2,3.63,22.7,10.1,9.09,2.13,NaN,NaN,NaN,54.1,NaN,16.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.625,HSS10X4X5/8,F,50.81,14,NaN,NaN,10,8.26,NaN,NaN,NaN,4,2.26,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.88,NaN,14.2,NaN,149,40.3,29.9,3.26,33.5,20.6,16.8,1.54,NaN,NaN,NaN,95.7,NaN,36.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.500,HSS10X4X1/2,F,42.05,11.6,NaN,NaN,10,8.6,NaN,NaN,NaN,4,2.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6,NaN,18.5,NaN,129,34.1,25.8,3.34,29.5,17.6,14.7,1.59,NaN,NaN,NaN,82.6,NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.375,HSS10X4X3/8,F,32.58,8.97,NaN,NaN,10,8.95,NaN,NaN,NaN,4,2.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.46,NaN,25.7,NaN,104,27,20.8,3.41,24.3,14,12.1,1.64,NaN,NaN,NaN,66.5,NaN,24.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.313,HSS10X4X5/16,F,27.59,7.59,NaN,NaN,10,9.13,NaN,NaN,NaN,4,3.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.7,NaN,31.4,NaN,90.1,23.1,18,3.44,21.2,12.1,10.6,1.67,NaN,NaN,NaN,57.3,NaN,20.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.250,HSS10X4X1/4,F,22.42,6.17,NaN,NaN,10,9.3,NaN,NaN,NaN,4,3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2,NaN,39.9,NaN,74.7,19,14.9,3.48,17.7,10,8.87,1.7,NaN,NaN,NaN,47.4,NaN,17.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.188,HSS10X4X3/16,F,17.08,4.67,NaN,NaN,10,9.48,NaN,NaN,NaN,4,3.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,NaN,54.5,NaN,57.8,14.6,11.6,3.52,13.9,7.66,6.93,1.72,NaN,NaN,NaN,36.5,NaN,13.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X4X.125,HSS10X4X1/8,F,11.56,3.16,NaN,NaN,10,9.65,NaN,NaN,NaN,4,3.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.125,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.5,NaN,83.2,NaN,39.8,10,7.97,3.55,9.65,5.26,4.83,1.75,NaN,NaN,NaN,25.1,NaN,8.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.500,HSS10X3-1/2X1/2,F,40.34,11.1,NaN,NaN,10,8.6,NaN,NaN,NaN,3.5,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,0.465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.53,NaN,18.5,NaN,118,31.9,23.7,3.26,21.4,14.7,12.2,1.39,NaN,NaN,NaN,63.2,NaN,26.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.375,HSS10X3-1/2X3/8,F,31.31,8.62,NaN,NaN,10,8.95,NaN,NaN,NaN,3.5,2.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.03,NaN,25.7,NaN,96.1,25.3,19.2,3.34,17.8,11.8,10.2,1.44,NaN,NaN,NaN,51.5,NaN,21.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.313,HSS10X3-1/2X5/16,F,26.53,7.3,NaN,NaN,10,9.13,NaN,NaN,NaN,3.5,2.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.03,NaN,31.4,NaN,83.2,21.7,16.6,3.38,15.6,10.2,8.92,1.46,NaN,NaN,NaN,44.6,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.250,HSS10X3-1/2X1/4,F,21.57,5.93,NaN,NaN,10,9.3,NaN,NaN,NaN,3.5,2.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,39.9,NaN,69.1,17.9,13.8,3.41,13.1,8.45,7.51,1.49,NaN,NaN,NaN,37,NaN,14.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.188,HSS10X3-1/2X3/16,F,16.44,4.5,NaN,NaN,10,9.48,NaN,NaN,NaN,3.5,2.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.1,NaN,54.5,NaN,53.6,13.7,10.7,3.45,10.3,6.52,5.89,1.51,NaN,NaN,NaN,28.6,NaN,11.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3-1/2X.125,HSS10X3-1/2X1/8,F,11.13,3.04,NaN,NaN,10,9.65,NaN,NaN,NaN,3.5,3.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.125,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.2,NaN,83.2,NaN,37,9.37,7.4,3.49,7.22,4.48,4.12,1.54,NaN,NaN,NaN,19.8,NaN,7.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3X.375,HSS10X3X3/8,F,30.03,8.27,NaN,NaN,10,8.95,NaN,NaN,NaN,3,1.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.6,NaN,25.7,NaN,88,23.7,17.6,3.26,12.4,9.73,8.28,1.22,NaN,NaN,NaN,37.8,NaN,17.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3X.313,HSS10X3X5/16,F,25.46,7.01,NaN,NaN,10,9.13,NaN,NaN,NaN,3,2.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.31,NaN,31.4,NaN,76.3,20.3,15.3,3.3,11,8.42,7.3,1.25,NaN,NaN,NaN,33,NaN,15.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3X.250,HSS10X3X1/4,F,20.72,5.7,NaN,NaN,10,9.3,NaN,NaN,NaN,3,2.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.88,NaN,39.9,NaN,63.6,16.7,12.7,3.34,9.28,6.99,6.19,1.28,NaN,NaN,NaN,27.6,NaN,12.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3X.188,HSS10X3X3/16,F,15.8,4.32,NaN,NaN,10,9.48,NaN,NaN,NaN,3,2.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.2,NaN,54.5,NaN,49.4,12.8,9.87,3.38,7.33,5.41,4.89,1.3,NaN,NaN,NaN,21.5,NaN,9.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X3X.125,HSS10X3X1/8,F,10.71,2.93,NaN,NaN,10,9.65,NaN,NaN,NaN,3,2.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.125,0.116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.9,NaN,83.2,NaN,34.2,8.8,6.83,3.42,5.16,3.74,3.44,1.33,NaN,NaN,NaN,14.9,NaN,6.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X2X.375,HSS10X2X3/8,F,27.48,7.58,NaN,NaN,10,8.95,NaN,NaN,NaN,2,0.953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.375,0.349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.73,NaN,25.7,NaN,71.7,20.3,14.3,3.08,4.7,5.76,4.7,0.787,NaN,NaN,NaN,15.9,NaN,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X2X.313,HSS10X2X5/16,F,23.34,6.43,NaN,NaN,10,9.13,NaN,NaN,NaN,2,1.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3125,0.291,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.87,NaN,31.4,NaN,62.6,17.5,12.5,3.12,4.24,5.06,4.24,0.812,NaN,NaN,NaN,14.2,NaN,9.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X2X.250,HSS10X2X1/4,F,19.02,5.24,NaN,NaN,10,9.3,NaN,NaN,NaN,2,1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.25,0.233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.58,NaN,39.9,NaN,52.5,14.4,10.5,3.17,3.67,4.26,3.67,0.838,NaN,NaN,NaN,12.2,NaN,7.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
HSS,HSS10X2X.188,HSS10X2X3/16,F,14.53,3.98,NaN,NaN,10,9.48,NaN,NaN,NaN,2,1.48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.49,NaN,54.5,NaN,41,11.1,8.19,3.21,2.97,3.34,2.97,0.864,NaN,NaN,NaN,9.74,NaN,6.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
